GeneID,SRR26282776,SRR26282777,SRR26282778,SRR26282781,SRR26282782,SRR26282783
ENSG00000291108,0,0,0,0,0,0
ENSG00000254838,0,0,0,0,0,0
ENSG00000291143,1,1,1,2,1,0
ENSG00000235505,0,0,0,0,0,0
ENSG00000291173,0,1,1,0,2,0
ENSG00000173727,0,0,0,0,0,0
ENSG00000158483,0,0,0,0,0,0
ENSG00000180909,0,0,0,0,0,0
ENSG00000255307,0,0,0,0,0,0
ENSG00000175485,0,1,0,0,1,0
ENSG00000267940,13,11,9,8,4,14
ENSG00000180878,8,10,4,4,0,5
ENSG00000051009,503,504,598,524,333,578
ENSG00000132259,3,4,0,2,3,1
ENSG00000110148,19,18,20,12,22,18
ENSG00000282556,5,5,10,2,2,8
ENSG00000166313,496,552,526,573,522,495
ENSG00000255507,0,0,4,1,2,1
ENSG00000254500,2,2,1,2,0,2
ENSG00000223202,0,0,1,0,0,0
ENSG00000054938,4,5,2,5,4,4
ENSG00000279353,3,2,1,3,1,0
ENSG00000265902,0,0,0,0,0,0
ENSG00000241097,0,0,0,0,0,0
ENSG00000227615,547,569,708,640,339,620
ENSG00000166435,233,158,196,219,162,233
ENSG00000062282,26,25,23,20,24,32
ENSG00000166436,1086,978,1158,615,558,972
ENSG00000186104,104,108,105,84,60,118
ENSG00000253179,0,0,0,0,0,0
ENSG00000110680,0,0,0,0,0,0
ENSG00000250640,0,0,0,0,0,0
ENSG00000110321,18497,18187,14696,24899,7289,12364
ENSG00000289919,1,0,0,0,0,0
ENSG00000290775,0,0,0,0,0,0
ENSG00000291247,0,0,0,0,0,0
ENSG00000291186,225,177,194,167,111,143
ENSG00000290736,0,0,0,0,0,0
ENSG00000254925,0,0,0,0,0,0
ENSG00000255215,0,0,0,0,0,0
ENSG00000237388,0,0,0,0,0,0
ENSG00000255113,0,0,0,0,0,0
ENSG00000255304,0,0,0,0,0,0
ENSG00000254832,0,0,0,0,0,0
ENSG00000255534,0,0,0,0,0,0
ENSG00000213607,0,0,0,0,0,0
ENSG00000255297,0,0,0,0,0,1
ENSG00000254674,0,0,0,0,0,0
ENSG00000255053,0,0,0,0,0,0
ENSG00000236304,2,1,3,1,0,0
ENSG00000291249,1,0,1,0,0,0
ENSG00000290785,0,0,0,0,0,2
ENSG00000289398,0,0,0,0,0,0
ENSG00000289093,0,0,0,0,0,0
ENSG00000289936,0,0,0,0,0,0
ENSG00000134954,3242,3079,2286,3482,1960,2548
ENSG00000276176,0,1,0,1,0,1
ENSG00000254588,0,0,0,0,0,0
ENSG00000254703,0,0,0,0,0,0
ENSG00000085063,4317,4363,4101,3771,2238,4365
ENSG00000245248,149,115,127,105,105,94
ENSG00000226416,0,0,0,0,0,0
ENSG00000167244,0,1,1,0,2,0
ENSG00000284779,0,0,0,0,0,0
ENSG00000150672,118,96,91,60,78,128
ENSG00000110723,791,716,648,878,285,604
ENSG00000178202,1909,1907,1400,2318,644,1353
ENSG00000291174,90,94,70,74,60,109
ENSG00000014138,424,430,388,294,182,244
ENSG00000160588,325,349,257,363,119,277
ENSG00000166796,2,2,1,2,1,0
ENSG00000289499,8,9,2,3,8,7
ENSG00000134333,29090,29927,19225,46969,20053,20677
ENSG00000130595,0,0,0,0,0,0
ENSG00000256100,0,0,0,0,0,0
ENSG00000168066,7801,7490,7377,6269,4436,5288
ENSG00000288809,10,12,8,17,14,9
ENSG00000160703,859,857,863,617,913,898
ENSG00000166959,0,0,0,0,0,0
ENSG00000166961,0,0,0,1,0,0
ENSG00000172689,0,1,0,0,1,0
ENSG00000221932,0,0,0,0,0,0
ENSG00000110436,2,2,1,2,1,2
ENSG00000149090,3,2,3,1,3,5
ENSG00000110514,983,942,837,1069,895,796
ENSG00000289268,117,96,79,60,20,60
ENSG00000255717,3582,3629,3926,4037,1661,3835
ENSG00000283268,3,4,4,1,2,2
ENSG00000290962,0,0,0,0,0,0
ENSG00000110713,2581,2258,2126,2837,1245,1863
ENSG00000133816,1115,1040,809,1198,1101,1191
ENSG00000238262,0,0,0,0,0,0
ENSG00000279090,0,0,0,0,0,0
ENSG00000183715,0,0,0,0,1,0
ENSG00000283489,0,0,0,0,0,0
ENSG00000279497,0,0,0,0,0,0
ENSG00000255371,0,0,0,0,0,0
ENSG00000279711,0,4,0,0,0,0
ENSG00000279189,0,0,0,0,0,0
ENSG00000254896,0,0,0,0,0,0
ENSG00000287068,0,0,0,0,0,0
ENSG00000152578,5,11,4,2,0,3
ENSG00000265014,0,0,0,0,0,0
ENSG00000283497,0,0,0,0,0,0
ENSG00000285658,1,3,2,2,1,6
ENSG00000180423,70,83,74,79,49,56
ENSG00000175224,2466,2322,2162,1918,1723,2093
ENSG00000175220,1781,1713,1660,1582,1200,1451
ENSG00000175213,333,349,348,352,331,390
ENSG00000180210,4,1,1,1,2,6
ENSG00000175216,8077,7420,6826,9739,5427,6998
ENSG00000263540,3,1,1,0,0,2
ENSG00000252427,0,0,2,0,2,2
ENSG00000212135,3,4,5,5,1,4
ENSG00000247675,9,9,17,7,4,11
ENSG00000134569,375,318,361,431,433,415
ENSG00000286450,1,0,1,2,0,1
ENSG00000254479,0,1,2,2,4,1
ENSG00000073921,6694,6160,5622,6292,3555,6023
ENSG00000200877,0,0,0,0,0,0
ENSG00000254699,1,0,0,0,0,0
ENSG00000254502,34,36,24,21,29,30
ENSG00000276669,0,0,0,0,0,0
ENSG00000074266,1281,1211,1014,1277,635,1020
ENSG00000150687,13547,13634,15549,8972,9942,12385
ENSG00000271318,1,1,1,0,1,3
ENSG00000197882,5,2,5,2,3,1
ENSG00000269895,11,6,9,3,1,4
ENSG00000255203,4,2,4,0,0,3
ENSG00000255471,5,2,6,3,4,5
ENSG00000280339,19,3,9,1,4,10
ENSG00000174804,303,322,406,173,213,360
ENSG00000246523,9,16,4,6,6,12
ENSG00000254748,1,2,1,0,0,1
ENSG00000254843,0,0,2,1,0,1
ENSG00000279836,0,1,2,0,1,0
ENSG00000213287,0,0,0,0,0,2
ENSG00000244535,0,0,0,0,0,1
ENSG00000135378,1268,1338,1167,1142,635,1383
ENSG00000060749,4344,3809,3540,4511,1579,3110
ENSG00000200615,0,0,0,0,0,0
ENSG00000121690,38,37,34,25,20,39
ENSG00000167770,2518,2655,2368,2752,2044,2245
ENSG00000288852,24,25,24,14,10,24
ENSG00000289486,19,11,8,9,5,4
ENSG00000289997,1,0,2,0,1,0
ENSG00000247095,82,109,97,98,76,88
ENSG00000176555,0,0,0,0,0,0
ENSG00000176547,0,0,0,0,0,0
ENSG00000197161,0,0,0,0,0,0
ENSG00000176540,0,0,0,0,0,0
ENSG00000182565,0,0,0,0,0,0
ENSG00000184789,0,0,0,0,0,0
ENSG00000255452,0,0,0,0,0,0
ENSG00000254412,0,0,0,0,0,0
ENSG00000255338,0,0,0,0,0,0
ENSG00000254993,0,0,0,0,0,0
ENSG00000254567,0,0,0,0,1,0
ENSG00000245552,25,33,22,19,6,17
ENSG00000072518,1381,1278,1123,1559,924,1107
ENSG00000289560,0,0,0,1,0,0
ENSG00000254510,0,0,1,0,1,0
ENSG00000174516,568,542,639,604,516,550
ENSG00000283601,0,0,0,0,0,0
ENSG00000214782,0,0,0,0,0,0
ENSG00000255845,0,0,0,0,0,0
ENSG00000255959,1,1,0,1,1,2
ENSG00000256813,0,0,0,0,0,0
ENSG00000110104,485,490,431,702,525,415
ENSG00000183134,7,9,5,13,6,9
ENSG00000149506,4,2,5,3,4,4
ENSG00000176904,0,0,0,0,0,0
ENSG00000290649,0,0,0,0,0,0
ENSG00000290650,0,0,0,0,0,0
ENSG00000173715,550,498,590,439,355,668
ENSG00000252870,0,0,0,0,0,0
ENSG00000182985,2418,2406,2108,732,653,946
ENSG00000287897,3,1,2,0,0,0
ENSG00000256972,1,0,1,0,0,0
ENSG00000255580,0,0,1,0,0,0
ENSG00000256315,0,2,0,0,1,0
ENSG00000256281,0,0,0,0,0,0
ENSG00000257087,0,0,0,0,0,0
ENSG00000255903,0,0,0,0,0,0
ENSG00000255689,2,3,2,0,0,1
ENSG00000239153,0,0,0,0,0,0
ENSG00000255599,0,0,0,0,0,0
ENSG00000260254,0,0,1,0,0,2
ENSG00000279771,0,0,1,1,0,1
ENSG00000256717,0,0,0,0,0,0
ENSG00000279818,0,0,0,0,1,0
ENSG00000288020,0,0,0,0,0,0
ENSG00000246100,4,4,4,1,1,1
ENSG00000257067,2,0,1,1,1,0
ENSG00000244259,1,0,0,0,0,0
ENSG00000239600,0,0,0,0,0,0
ENSG00000160593,0,1,0,0,0,0
ENSG00000291144,0,0,0,1,1,0
ENSG00000225101,0,0,0,0,0,0
ENSG00000167333,136,130,127,140,131,144
ENSG00000232268,0,0,0,0,0,0
ENSG00000290647,0,0,0,0,0,0
ENSG00000290648,0,0,0,0,0,0
ENSG00000176485,1147,1135,1226,1000,1362,1159
ENSG00000285842,0,0,0,0,0,0
ENSG00000255605,0,0,0,0,0,0
ENSG00000184384,1115,988,1077,725,796,915
ENSG00000149823,2637,2840,2986,2334,2132,2531
ENSG00000174576,0,1,1,1,1,0
ENSG00000287906,1,0,1,0,1,1
ENSG00000290960,2,3,3,2,1,2
ENSG00000255367,0,0,1,0,0,0
ENSG00000188691,0,0,0,0,0,0
ENSG00000289150,0,0,0,0,0,0
ENSG00000254444,0,0,0,0,0,0
ENSG00000130600,0,0,1,0,0,0
ENSG00000118058,6244,5202,5187,6511,3976,4981
ENSG00000290016,0,0,0,0,0,0
ENSG00000186642,33,37,19,31,15,23
ENSG00000272036,0,0,0,0,0,0
ENSG00000251919,0,0,0,0,0,0
ENSG00000255808,1,0,0,1,0,0
ENSG00000186635,3263,3169,3246,2975,3860,3607
ENSG00000256007,0,0,0,0,1,0
ENSG00000286555,34,50,37,10,6,32
ENSG00000245148,37,21,43,24,17,23
ENSG00000244134,3,5,6,5,4,7
ENSG00000214530,940,1135,1105,888,1301,1203
ENSG00000202522,1,1,1,0,2,1
ENSG00000265064,0,0,0,0,0,0
ENSG00000285693,79,77,78,26,46,49
ENSG00000168010,852,733,1000,612,1272,1654
ENSG00000206638,0,0,0,0,0,0
ENSG00000234751,3,5,4,3,7,4
ENSG00000289074,137,163,211,82,53,117
ENSG00000131626,7415,6791,7529,7175,5117,6536
ENSG00000254604,33,33,26,24,7,23
ENSG00000246889,70,79,75,52,29,64
ENSG00000221954,0,0,0,0,0,0
ENSG00000283605,0,0,0,0,0,0
ENSG00000260811,0,0,0,0,0,0
ENSG00000260595,0,0,0,0,0,0
ENSG00000109919,1833,1878,1502,2148,819,1245
ENSG00000177112,2,2,3,1,0,0
ENSG00000072952,37,26,47,21,23,17
ENSG00000286044,11,5,3,11,3,2
ENSG00000223265,0,0,0,0,0,0
ENSG00000254572,0,0,0,0,0,0
ENSG00000254935,0,0,0,0,0,0
ENSG00000134812,0,0,0,0,0,1
ENSG00000134827,1,2,0,1,0,0
ENSG00000285231,0,0,1,0,0,0
ENSG00000270929,0,0,0,0,0,0
ENSG00000149534,0,0,0,0,0,0
ENSG00000284018,0,0,0,0,0,0
ENSG00000284306,0,0,0,1,0,0
ENSG00000236175,0,0,0,0,0,0
ENSG00000283873,0,0,0,0,0,0
ENSG00000284546,0,0,0,0,0,0
ENSG00000284438,0,0,0,0,0,0
ENSG00000221996,0,0,0,0,0,0
ENSG00000175800,0,0,1,1,0,0
ENSG00000132109,189,192,126,147,135,154
ENSG00000237272,0,0,0,0,0,0
ENSG00000171999,0,0,0,0,0,0
ENSG00000167995,20,13,11,20,3,12
ENSG00000167996,18535,20253,19652,12043,13761,17846
ENSG00000279491,34,30,33,20,16,20
ENSG00000244176,5,0,3,1,0,2
ENSG00000255553,0,1,0,0,1,0
ENSG00000254424,0,0,0,0,0,0
ENSG00000285656,0,1,0,1,0,0
ENSG00000149503,1641,1507,1379,2759,2062,1522
ENSG00000289194,164,162,100,233,21,156
ENSG00000236607,0,0,0,0,0,0
ENSG00000168515,0,0,0,0,0,0
ENSG00000124939,0,0,1,0,0,1
ENSG00000254404,0,0,0,0,0,0
ENSG00000124935,1,0,0,0,0,0
ENSG00000110484,0,0,0,0,0,0
ENSG00000197745,0,0,1,0,0,0
ENSG00000255213,0,0,0,1,0,0
ENSG00000255118,0,0,0,0,0,0
ENSG00000256940,15,17,13,19,19,28
ENSG00000173264,595,601,525,606,558,646
ENSG00000236935,0,1,3,2,2,3
ENSG00000231680,0,0,0,0,0,0
ENSG00000172935,45,58,41,54,37,52
ENSG00000265539,3,2,3,1,0,4
ENSG00000137691,37,35,33,25,13,32
ENSG00000274097,1,0,0,0,0,0
ENSG00000260008,1,4,0,1,1,1
ENSG00000277459,24,29,23,27,14,9
ENSG00000137693,4590,4470,3802,5102,2097,3350
ENSG00000254422,0,0,0,0,0,0
ENSG00000243777,1,0,2,0,2,1
ENSG00000270868,0,0,0,1,0,0
ENSG00000271600,1,0,0,0,0,0
ENSG00000212466,0,0,0,0,0,0
ENSG00000288528,3,2,4,1,0,0
ENSG00000023445,255,249,246,442,144,282
ENSG00000288833,8,9,6,8,0,5
ENSG00000110330,1922,1862,1793,1898,735,1744
ENSG00000152558,14657,14626,13602,13345,8127,13065
ENSG00000255337,16,10,13,10,17,22
ENSG00000255482,0,0,1,0,0,0
ENSG00000137673,63,65,71,14,35,47
ENSG00000137674,3,0,0,0,0,0
ENSG00000256916,0,0,0,0,0,0
ENSG00000281655,0,0,0,0,0,0
ENSG00000285769,4,7,2,3,5,0
ENSG00000287006,0,1,0,0,0,0
ENSG00000254626,0,0,0,0,0,0
ENSG00000288070,0,0,0,0,0,0
ENSG00000247416,0,0,0,0,1,0
ENSG00000149294,31,31,11,23,12,11
ENSG00000238998,0,0,0,0,0,0
ENSG00000227487,0,0,0,2,1,0
ENSG00000255129,2,2,1,1,1,3
ENSG00000149292,232,224,242,178,135,185
ENSG00000270179,14,13,14,7,3,11
ENSG00000170209,9,9,7,5,8,5
ENSG00000256757,1,0,0,0,0,0
ENSG00000149295,1,1,2,0,0,0
ENSG00000265140,0,0,0,0,0,0
ENSG00000254851,2,1,11,0,0,0
ENSG00000149577,561,474,611,404,674,636
ENSG00000278768,64,62,52,61,38,61
ENSG00000289399,0,0,0,0,0,0
ENSG00000149328,752,746,747,844,595,692
ENSG00000109956,93,92,50,34,33,51
ENSG00000255545,5,5,2,1,2,1
ENSG00000133895,2296,2198,2250,2557,2668,2606
ENSG00000229719,3,2,3,2,1,4
ENSG00000110046,2101,1920,2047,2117,2223,2217
ENSG00000251562,2870,3595,2458,1455,1607,4189
ENSG00000174775,375,404,316,589,414,344
ENSG00000288907,0,0,0,0,0,0
ENSG00000149554,1793,1775,1406,1688,805,1145
ENSG00000252255,1,0,0,0,1,0
ENSG00000134940,3,6,2,12,3,13
ENSG00000255855,0,0,0,0,0,0
ENSG00000284873,0,0,0,0,0,0
ENSG00000214788,0,0,0,0,0,0
ENSG00000285010,0,0,0,0,0,0
ENSG00000255393,0,0,0,0,0,0
ENSG00000149507,0,0,0,0,0,1
ENSG00000149516,0,0,0,0,0,0
ENSG00000255331,0,0,0,0,0,0
ENSG00000066336,8,6,4,0,6,6
ENSG00000255197,1,0,2,0,0,1
ENSG00000254579,0,0,0,0,0,0
ENSG00000293027,0,0,0,0,0,0
ENSG00000255282,0,0,0,0,0,0
ENSG00000293047,0,0,0,0,0,0
ENSG00000187686,0,0,0,0,0,0
ENSG00000293069,3,1,0,1,5,4
ENSG00000179038,0,1,1,1,0,0
ENSG00000293231,0,3,8,8,3,7
ENSG00000255562,0,0,0,0,0,0
ENSG00000256282,6,5,8,2,3,4
ENSG00000293242,18,18,11,9,7,14
ENSG00000288393,0,1,0,2,0,2
ENSG00000293272,0,0,0,0,0,0
ENSG00000236264,0,0,0,0,0,0
ENSG00000293274,0,0,0,0,0,2
ENSG00000255200,0,0,0,0,0,0
ENSG00000293278,64,52,51,16,31,66
ENSG00000289718,0,0,0,0,0,0
ENSG00000293282,0,0,0,0,0,0
ENSG00000256167,1,1,0,3,0,1
ENSG00000293283,5,1,4,7,1,6
ENSG00000256779,0,0,0,0,0,0
ENSG00000293289,0,0,0,0,0,0
ENSG00000251557,0,0,0,0,0,0
ENSG00000293312,0,0,0,0,0,0
ENSG00000241170,0,0,0,0,0,0
ENSG00000293324,35,23,21,43,11,9
ENSG00000243742,0,0,0,0,0,0
ENSG00000293352,4,11,4,2,7,7
ENSG00000227160,0,0,0,1,0,0
ENSG00000293378,0,0,0,0,0,0
ENSG00000231548,0,0,0,0,0,0
ENSG00000293433,0,1,0,0,0,0
ENSG00000172900,0,0,0,0,0,0
ENSG00000255093,0,0,0,0,0,0
ENSG00000197847,0,0,0,0,0,0
ENSG00000293475,37,36,34,35,20,26
ENSG00000231793,0,0,0,0,0,1
ENSG00000293486,11,4,17,6,12,14
ENSG00000289568,0,0,0,0,0,0
ENSG00000181995,0,0,0,0,0,0
ENSG00000293513,0,0,0,0,0,0
ENSG00000205044,0,0,0,0,0,0
ENSG00000293527,0,0,0,0,0,0
ENSG00000293238,0,0,0,1,0,0
ENSG00000293435,0,1,0,0,1,1
ENSG00000293462,0,0,0,0,0,0
ENSG00000151376,536,546,534,486,491,443
ENSG00000293548,2,4,4,0,5,3
ENSG00000254990,3,1,1,1,2,1
ENSG00000150768,1774,1667,1376,1860,1001,1123
ENSG00000166741,236,287,276,150,138,272
ENSG00000255847,3,0,2,0,0,0
ENSG00000293546,5,14,23,10,4,15
ENSG00000197887,0,0,0,0,0,0
ENSG00000280204,0,0,0,0,0,0
ENSG00000293540,0,0,0,0,0,0
ENSG00000226288,0,0,0,2,0,0
ENSG00000181927,1,0,0,0,0,0
ENSG00000171561,1,0,1,1,1,0
ENSG00000053918,7,8,12,5,5,8
ENSG00000269821,1553,1290,1136,637,696,1283
ENSG00000173898,3505,3182,3198,3345,3334,3507
ENSG00000288534,0,0,0,0,0,0
ENSG00000149311,2246,1979,1858,1850,899,1887
ENSG00000167985,200,174,128,157,35,121
ENSG00000240823,4,0,2,2,0,0
ENSG00000266006,0,0,0,0,0,0
ENSG00000204370,1527,1599,1394,1377,277,1396
ENSG00000129167,42,53,58,38,5,24
ENSG00000118094,2,4,0,6,6,7
ENSG00000255239,2,0,1,0,0,3
ENSG00000255422,0,1,0,0,0,0
ENSG00000207462,0,0,0,0,0,0
ENSG00000287238,9,2,3,2,1,3
ENSG00000110367,4464,4176,3299,3614,1879,3423
ENSG00000278376,11,14,7,9,3,12
ENSG00000184937,1731,1843,1464,2500,1263,1518
ENSG00000183242,211,170,193,222,178,203
ENSG00000278822,0,0,0,0,0,0
ENSG00000273677,0,0,0,0,0,0
ENSG00000278045,0,0,0,0,0,0
ENSG00000276530,0,0,0,0,0,0
ENSG00000273908,0,0,0,0,0,0
ENSG00000277119,0,0,0,0,0,0
ENSG00000149100,4954,5162,4840,4373,2844,4735
ENSG00000270903,15,5,10,6,4,4
ENSG00000137648,106,109,62,45,59,81
ENSG00000293500,0,0,0,0,0,1
ENSG00000185187,545,574,548,483,534,519
ENSG00000184363,1958,2053,1763,2049,1182,1401
ENSG00000284922,4,4,2,8,2,2
ENSG00000184154,201,167,180,152,105,159
ENSG00000263885,0,0,0,0,0,0
ENSG00000293058,0,2,1,0,0,0
ENSG00000254506,0,0,0,0,0,0
ENSG00000293587,0,1,0,0,0,0
ENSG00000254534,0,0,0,0,0,0
ENSG00000289391,0,0,0,0,0,0
ENSG00000271022,0,0,0,0,0,0
ENSG00000246790,10,8,8,3,3,3
ENSG00000137642,2839,2416,2298,2669,1741,1904
ENSG00000255741,9,6,11,17,11,7
ENSG00000261276,0,0,0,0,0,0
ENSG00000256508,0,1,0,0,0,0
ENSG00000132740,793,813,800,847,773,882
ENSG00000290078,0,0,0,0,0,0
ENSG00000264997,0,0,0,0,0,0
ENSG00000255028,0,0,0,0,0,0
ENSG00000185742,0,0,0,0,0,0
ENSG00000254890,0,0,0,0,0,0
ENSG00000254482,0,0,0,0,0,0
ENSG00000254659,0,0,0,0,0,0
ENSG00000289465,0,0,2,0,0,1
ENSG00000137710,4332,4321,3517,3583,1413,2629
ENSG00000254798,0,0,0,0,0,0
ENSG00000287245,0,3,0,0,2,1
ENSG00000224776,0,0,0,0,0,0
ENSG00000270423,0,0,0,0,0,0
ENSG00000255210,0,0,0,0,0,0
ENSG00000149289,1089,1123,892,1044,332,995
ENSG00000197601,3309,3120,2619,2781,1076,2468
ENSG00000254662,2,2,2,4,1,2
ENSG00000255301,0,0,0,0,0,0
ENSG00000213593,1356,1382,1173,1466,604,901
ENSG00000290827,3,1,0,1,0,0
ENSG00000279051,0,0,0,0,0,0
ENSG00000255320,141,114,110,78,89,80
ENSG00000254461,34,24,23,47,21,20
ENSG00000254855,4,2,6,5,6,9
ENSG00000254762,1,2,0,1,0,1
ENSG00000254452,0,0,0,0,0,0
ENSG00000254458,0,1,0,0,0,0
ENSG00000254756,4,1,5,4,2,6
ENSG00000255468,138,144,113,87,107,123
ENSG00000255517,103,84,84,76,63,70
ENSG00000174851,1607,1783,1646,1512,1663,1667
ENSG00000285545,1,0,1,0,0,0
ENSG00000260196,81,77,61,36,19,61
ENSG00000006071,0,2,2,3,4,2
ENSG00000246308,5,6,11,1,5,5
ENSG00000247271,45,57,21,19,19,29
ENSG00000198730,1250,1246,1156,1593,920,850
ENSG00000231743,0,0,0,0,0,0
ENSG00000226694,0,0,0,0,0,1
ENSG00000287653,0,0,0,0,0,0
ENSG00000237500,0,0,0,0,0,0
ENSG00000233052,1,0,0,0,0,0
ENSG00000286610,0,0,0,0,0,0
ENSG00000234556,0,0,0,0,0,0
ENSG00000234962,1,0,0,0,1,0
ENSG00000196139,52,51,37,21,29,37
ENSG00000225269,3,1,3,4,1,8
ENSG00000227912,0,0,0,0,0,0
ENSG00000228291,0,0,0,0,0,0
ENSG00000178462,4,2,4,1,4,2
ENSG00000287848,0,0,2,0,0,0
ENSG00000271251,0,0,0,0,0,0
ENSG00000185736,0,0,0,0,0,1
ENSG00000280450,0,0,0,0,0,0
ENSG00000226990,0,0,0,1,1,0
ENSG00000236990,0,0,0,0,0,0
ENSG00000232170,0,0,0,0,0,0
ENSG00000224788,0,0,0,0,0,0
ENSG00000234306,0,0,0,0,0,0
ENSG00000230014,0,0,0,0,0,0
ENSG00000230573,0,0,0,0,0,0
ENSG00000272436,0,0,0,0,0,0
ENSG00000287120,0,1,0,0,0,0
ENSG00000212743,22,16,50,5,41,63
ENSG00000286687,0,0,0,1,1,0
ENSG00000231039,0,0,0,0,0,1
ENSG00000225418,0,0,1,0,0,0
ENSG00000178473,0,0,0,0,0,0
ENSG00000067082,2815,2640,2532,5028,1809,2130
ENSG00000229672,0,1,0,1,1,0
ENSG00000165629,4966,5187,4626,4879,3418,3647
ENSG00000236420,0,0,0,0,0,0
ENSG00000228353,0,0,0,1,0,0
ENSG00000235838,0,0,0,0,0,0
ENSG00000224382,0,0,0,0,0,0
ENSG00000224251,7,7,7,3,1,8
ENSG00000230121,0,0,0,0,0,0
ENSG00000234170,0,0,0,0,0,0
ENSG00000231326,0,0,0,0,0,0
ENSG00000235281,0,0,0,0,0,0
ENSG00000230096,0,0,0,0,0,0
ENSG00000234752,0,0,0,0,0,0
ENSG00000286439,0,0,0,0,0,0
ENSG00000229919,0,0,0,0,0,0
ENSG00000151655,5,9,7,4,6,6
ENSG00000226861,0,0,0,0,0,0
ENSG00000236892,0,0,0,0,0,1
ENSG00000228636,0,0,0,0,0,1
ENSG00000283456,0,0,0,0,0,0
ENSG00000287175,0,1,1,2,0,2
ENSG00000151468,141,163,137,180,78,144
ENSG00000239539,0,0,0,0,0,0
ENSG00000285994,4,6,6,9,6,10
ENSG00000286858,0,0,0,0,0,0
ENSG00000151657,631,570,589,699,334,496
ENSG00000213771,0,2,2,1,2,2
ENSG00000270234,0,0,0,0,0,0
ENSG00000287246,0,0,0,0,0,0
ENSG00000285852,53,28,57,18,26,40
ENSG00000231422,0,0,0,0,0,0
ENSG00000176244,700,720,615,919,523,665
ENSG00000230818,0,0,0,0,0,0
ENSG00000223808,1,0,0,0,0,0
ENSG00000152464,399,466,368,432,290,345
ENSG00000123243,122,111,193,74,154,169
ENSG00000236960,0,0,0,0,0,0
ENSG00000227537,1,0,1,0,0,0
ENSG00000260314,2,0,3,0,0,1
ENSG00000225976,0,0,2,0,0,0
ENSG00000228181,0,0,0,1,1,2
ENSG00000285520,0,0,1,0,0,2
ENSG00000107611,14,13,8,13,14,7
ENSG00000279575,0,0,0,0,0,0
ENSG00000234961,0,0,0,0,0,0
ENSG00000273153,0,0,0,0,0,0
ENSG00000234813,0,0,0,0,0,0
ENSG00000233642,0,0,0,0,0,0
ENSG00000107614,395,393,343,339,84,179
ENSG00000148481,768,741,711,623,247,600
ENSG00000225192,4,3,2,1,1,1
ENSG00000165309,29,34,25,15,16,23
ENSG00000176236,20,16,17,6,8,12
ENSG00000228755,0,0,0,0,0,0
ENSG00000279623,2,4,0,4,1,0
ENSG00000227264,0,0,0,0,0,0
ENSG00000203565,0,0,0,0,0,0
ENSG00000233451,0,0,0,0,0,0
ENSG00000225638,0,0,0,0,0,0
ENSG00000233190,0,0,0,0,1,0
ENSG00000151963,0,0,1,0,0,1
ENSG00000238246,1,5,2,0,0,5
ENSG00000150867,1019,928,846,1244,558,762
ENSG00000272387,0,0,1,0,0,0
ENSG00000179133,46,31,33,44,17,24
ENSG00000287309,0,0,0,0,0,0
ENSG00000234335,13,8,11,3,5,2
ENSG00000198610,0,0,0,2,0,0
ENSG00000204740,1,0,5,0,0,0
ENSG00000285859,3,1,1,1,2,3
ENSG00000148488,218,216,220,124,166,238
ENSG00000136750,0,0,1,0,1,0
ENSG00000150051,253,243,205,85,86,184
ENSG00000263761,0,0,0,0,0,0
ENSG00000169126,93,86,67,71,72,84
ENSG00000286810,3,4,8,7,3,4
ENSG00000234541,0,0,0,0,0,0
ENSG00000077943,1,0,0,0,0,2
ENSG00000270762,1,0,0,0,0,0
ENSG00000228882,2,4,5,4,1,2
ENSG00000223984,37,44,31,42,13,31
ENSG00000235637,0,0,0,0,0,0
ENSG00000234973,0,0,0,0,0,0
ENSG00000233867,0,0,0,0,0,0
ENSG00000287402,0,6,8,4,4,10
ENSG00000148482,1,1,0,1,0,0
ENSG00000226808,1,0,0,0,0,0
ENSG00000224034,0,0,2,0,0,1
ENSG00000243349,0,0,0,0,0,0
ENSG00000228339,1,2,3,0,3,2
ENSG00000228702,2,1,5,0,1,2
ENSG00000254929,3,4,3,3,1,0
ENSG00000172671,215,200,165,211,114,184
ENSG00000264404,0,0,0,0,0,0
ENSG00000095777,78,50,61,51,43,55
ENSG00000227395,0,0,0,0,0,0
ENSG00000165511,398,371,336,285,216,336
ENSG00000260137,0,0,0,0,0,0
ENSG00000274242,0,0,0,0,0,0
ENSG00000223841,0,0,0,1,0,0
ENSG00000237913,0,0,0,0,0,0
ENSG00000235197,0,0,0,0,0,0
ENSG00000148450,492,484,454,376,267,426
ENSG00000287613,8,3,9,6,3,2
ENSG00000256574,2,1,2,1,4,0
ENSG00000237936,0,0,0,0,0,0
ENSG00000168267,0,0,0,0,0,0
ENSG00000099256,364,364,247,362,164,220
ENSG00000226016,0,0,0,0,0,0
ENSG00000235113,0,0,0,0,0,0
ENSG00000271563,0,0,0,0,0,0
ENSG00000266217,0,0,1,0,0,0
ENSG00000279819,0,0,0,0,0,0
ENSG00000233837,45,40,65,41,37,34
ENSG00000203496,2,3,1,0,0,2
ENSG00000233395,0,0,0,0,0,0
ENSG00000273012,1,1,0,0,0,2
ENSG00000223462,0,1,0,3,0,1
ENSG00000227121,10,5,3,15,1,6
ENSG00000273363,5,0,3,0,0,2
ENSG00000286413,0,0,0,0,0,1
ENSG00000230500,1,0,0,0,0,0
ENSG00000230869,5,4,8,0,3,8
